,astA_AB_MRM1
1499,44.20000458
1500,44.28000259
1501,44.26000214
1502,44.44000244
1503,44.52000427
1504,44.4600029
1505,44.4600029
1506,44.60000229
1507,44.58000183
1508,44.62000275
1509,44.72000504
1510,44.78000259
1511,44.86000443
1512,44.74000168
1513,44.76000214
1514,44.76000214
1515,44.62000275
1516,44.54000473
1517,44.26000214
1518,44.10000229
1519,43.94000244
1520,43.66000366
1521,43.82000351
1522,43.82000351
1523,43.88000488
1524,43.9600029
1525,44.06000137
1526,44.20000458
1527,44.12000275
1528,44.18000412
1529,44.16000366
1530,44.00000381
1531,43.88000488
1532,43.84000397
1533,43.74000168
1534,43.70000458
1535,43.68000412
1536,43.78000259
1537,43.72000122
1538,43.80000305
1539,43.84000397
1540,43.90000153
1541,43.9600029
1542,44.1400032
1543,44.18000412
1544,44.26000214
1545,44.26000214
1546,44.42000198
1547,44.4600029
1548,44.54000473
1549,44.58000183
1550,44.60000229
1551,44.52000427
1552,44.52000427
1553,44.48000336
1554,44.44000244
1555,44.38000488
1556,44.28000259
1557,44.28000259
1558,44.28000259
1559,44.26000214
1560,44.28000259
1561,44.38000488
1562,44.48000336
1563,44.6400032
1564,44.70000458
1565,44.82000351
1566,44.80000305
1567,44.86000443
1568,44.88000488
1569,44.94000244
1570,44.88000488
1571,44.80000305
1572,44.74000168
1573,44.72000504
1574,44.76000214
1575,44.84000397
1576,44.76000214
1577,44.88000488
1578,44.78000259
1579,44.74000168
1580,44.92000198
1581,45.1400032
1582,45.1400032
1583,45.06000137
1584,45.02000427
1585,45.04000473
1586,44.98000336
1587,45.10000229
1588,45.18000412
1589,44.98000336
1590,44.82000351
1591,45.08000183
1592,45.18000412
1593,45.30000305
1594,45.34000397
1595,45.48000336
1596,45.50000381
1597,45.62000275
1598,45.74000168
1599,45.76000214
1600,45.6400032
1601,45.72000504
1602,45.6400032
1603,45.50000381
1604,45.24000168
1605,45.06000137
1606,44.9600029
1607,44.90000153
1608,44.9600029
1609,44.92000198
1610,44.9600029
1611,45.00000381
1612,45.06000137
1613,45.00000381
1614,45.02000427
1615,45.08000183
1616,45.04000473
1617,45.08000183
1618,45.04000473
1619,44.86000443
1620,44.80000305
1621,44.82000351
1622,44.82000351
1623,44.76000214
1624,44.54000473
1625,44.54000473
1626,44.60000229
1627,44.70000458
1628,44.98000336
1629,45.06000137
1630,45.12000275
1631,45.36000443
1632,45.38000488
1633,45.32000351
1634,45.26000214
1635,44.98000336
1636,44.88000488
1637,44.52000427
1638,44.50000381
1639,44.42000198
1640,44.30000305
1641,44.22000504
1642,44.34000397
1643,44.44000244
1644,44.62000275
1645,44.56000137
1646,44.60000229
1647,44.42000198
1648,44.30000305
1649,44.06000137
1650,44.00000381
1651,43.76000214
1652,43.6400032
1653,43.6400032
1654,43.70000458
1655,43.68000412
1656,43.68000412
1657,43.66000366
1658,43.70000458
1659,43.72000122
1660,43.88000488
1661,43.88000488
1662,43.78000259
1663,43.72000122
1664,43.68000412
1665,43.70000458
1666,43.76000214
1667,43.74000168
1668,43.68000412
1669,43.66000366
1670,43.68000412
1671,43.74000168
1672,43.88000488
1673,44.00000381
1674,43.98000336
1675,43.86000443
1676,43.88000488
1677,43.94000244
1678,43.84000397
1679,43.80000305
1680,43.84000397
1681,43.72000122
1682,43.66000366
1683,43.76000214
1684,43.70000458
1685,43.78000259
1686,43.78000259
1687,43.86000443
1688,43.94000244
1689,43.9600029
1690,43.98000336
1691,44.12000275
1692,44.06000137
1693,44.28000259
1694,44.22000504
1695,44.30000305
1696,44.26000214
1697,44.22000504
1698,44.20000458
1699,44.22000504
1700,44.06000137
1701,44.00000381
1702,43.84000397
1703,43.90000153
1704,44.02000427
1705,44.1400032
1706,44.28000259
1707,44.4600029
1708,44.60000229
1709,44.56000137
1710,44.62000275
1711,44.60000229
1712,44.58000183
1713,44.40000153
1714,44.38000488
1715,44.30000305
1716,44.12000275
1717,43.9600029
1718,43.94000244
1719,43.82000351
1720,43.80000305
1721,43.74000168
1722,43.72000122
1723,43.6400032
1724,43.68000412
1725,43.94000244
1726,44.12000275
1727,44.28000259
1728,44.32000351
1729,44.36000443
1730,44.34000397
1731,44.44000244
1732,44.54000473
1733,44.50000381
1734,44.28000259
1735,44.20000458
1736,44.16000366
1737,44.1400032
1738,44.20000458
1739,44.24000168
1740,44.1400032
1741,44.18000412
1742,44.16000366
1743,44.10000229
1744,44.10000229
1745,44.06000137
1746,44.10000229
1747,44.00000381
1748,43.92000198
1749,44.02000427
1750,44.02000427
1751,44.1400032
1752,44.30000305
1753,44.38000488
1754,44.42000198
1755,44.40000153
1756,44.40000153
1757,44.52000427
1758,44.48000336
1759,44.36000443
1760,44.28000259
1761,44.16000366
1762,44.06000137
1763,43.9600029
1764,44.04000473
1765,44.02000427
1766,44.02000427
1767,44.04000473
1768,44.04000473
1769,44.18000412
1770,44.18000412
1771,44.20000458
1772,44.1400032
1773,44.06000137
1774,44.10000229
1775,44.16000366
1776,44.28000259
1777,44.28000259
1778,44.12000275
1779,44.22000504
1780,44.18000412
1781,44.20000458
1782,44.10000229
1783,43.9600029
1784,43.82000351
1785,43.72000122
1786,43.72000122
1787,43.86000443
1788,43.80000305
1789,43.86000443
1790,43.84000397
1791,43.76000214
1792,43.76000214
1793,43.76000214
1794,43.76000214
1795,43.76000214
1796,43.6400032
1797,43.68000412
1798,43.60000229
1799,43.74000168
1800,43.86000443
1801,43.84000397
1802,43.80000305
1803,43.84000397
1804,43.82000351
1805,43.72000122
1806,43.78000259
1807,43.84000397
1808,43.86000443
1809,43.90000153
1810,43.94000244
1811,44.10000229
1812,44.06000137
1813,44.1400032
1814,44.20000458
1815,44.08000183
1816,44.06000137
1817,44.08000183
1818,44.00000381
1819,43.98000336
1820,43.90000153
1821,43.9600029
1822,43.90000153
1823,43.92000198
1824,43.9600029
1825,43.92000198
1826,43.78000259
1827,43.82000351
1828,43.86000443
1829,43.80000305
1830,43.76000214
1831,43.74000168
1832,43.66000366
1833,43.60000229
1834,43.58000183
1835,43.6400032
1836,43.62000275
1837,43.56000137
1838,43.6400032
1839,43.62000275
1840,43.62000275
1841,43.68000412
1842,43.66000366
1843,43.62000275
1844,43.60000229
1845,43.54000473
1846,43.54000473
1847,43.50000381
1848,43.50000381
1849,43.52000427
1850,43.44000244
1851,43.44000244
1852,43.40000153
1853,43.34000397
1854,43.30000305
1855,43.32000351
1856,43.28000259
1857,43.32000351
1858,43.32000351
1859,43.34000397
1860,43.36000443
1861,43.40000153
1862,43.36000443
1863,43.38000488
1864,43.30000305
1865,43.28000259
1866,43.16000366
1867,43.16000366
1868,43.12000275
1869,43.10000229
1870,43.10000229
1871,43.12000275
1872,43.08000183
1873,43.04000473
1874,43.02000427
1875,43.04000473
1876,43.04000473
1877,43.00000381
1878,42.94000244
1879,43.00000381
1880,43.00000381
1881,43.10000229
1882,43.24000168
1883,43.34000397
1884,43.40000153
1885,43.44000244
1886,43.48000336
1887,43.44000244
1888,43.36000443
1889,43.38000488
1890,43.34000397
1891,43.26000214
1892,43.20000458
1893,43.16000366
1894,43.16000366
1895,43.22000122
1896,43.22000122
1897,43.18000412
1898,43.08000183
1899,43.02000427
1900,42.98000336
1901,43.00000381
1902,42.9600029
1903,43.02000427
1904,42.98000336
1905,43.04000473
1906,43.04000473
1907,43.12000275
1908,43.12000275
1909,43.12000275
1910,43.08000183
1911,43.18000412
1912,43.06000137
1913,43.08000183
1914,43.06000137
1915,43.10000229
1916,43.04000473
1917,43.06000137
1918,43.12000275
1919,43.10000229
1920,42.98000336
1921,43.08000183
1922,43.06000137
1923,43.06000137
1924,43.06000137
1925,43.10000229
1926,43.04000473
1927,43.02000427
1928,43.00000381
1929,43.00000381
1930,42.92000198
1931,42.90000153
1932,42.92000198
1933,42.86000443
1934,42.84000397
1935,42.90000153
1936,42.90000153
1937,42.90000153
1938,42.92000198
1939,42.88000488
1940,42.88000488
1941,42.86000443
1942,42.84000397
1943,42.80000305
1944,42.78000259
1945,42.78000259
1946,42.82000351
1947,42.86000443
1948,42.92000198
1949,42.9600029
1950,43.06000137
1951,43.08000183
1952,43.08000183
1953,43.04000473
1954,43.04000473
1955,42.98000336
1956,42.94000244
1957,42.86000443
1958,42.86000443
1959,42.78000259
1960,42.78000259
1961,42.78000259
1962,42.78000259
1963,42.74000168
1964,42.74000168
1965,42.74000168
1966,42.74000168
1967,42.70000458
1968,42.70000458
1969,42.72000122
1970,42.72000122
1971,42.74000168
1972,42.74000168
1973,42.76000214
1974,42.78000259
1975,42.80000305
1976,42.80000305
1977,42.84000397
1978,42.82000351
1979,42.82000351
1980,42.82000351
1981,42.80000305
1982,42.86000443
1983,42.84000397
1984,42.82000351
1985,42.84000397
1986,42.82000351
1987,42.82000351
1988,42.80000305
1989,42.80000305
1990,42.78000259
1991,42.74000168
1992,42.78000259
1993,42.78000259
1994,42.78000259
1995,42.78000259
1996,42.78000259
1997,42.84000397
1998,42.88000488
1999,42.90000153
2000,42.90000153
2001,42.88000488
2002,42.88000488
2003,42.86000443
2004,42.84000397
2005,42.82000351
2006,42.74000168
2007,42.72000122
2008,42.72000122
2009,42.72000122
2010,42.72000122
2011,42.78000259
2012,42.80000305
2013,42.82000351
2014,42.82000351
2015,42.86000443
2016,42.86000443
2017,42.86000443
2018,42.86000443
2019,42.84000397
2020,42.80000305
2021,42.80000305
2022,42.80000305
2023,42.80000305
2024,42.80000305
2025,42.78000259
2026,42.76000214
2027,42.76000214
2028,42.74000168
2029,42.78000259
2030,42.78000259
2031,42.78000259
2032,42.78000259
2033,42.76000214
2034,42.76000214
2035,42.76000214
2036,42.76000214
2037,42.74000168
2038,42.70000458
2039,42.74000168
2040,42.76000214
2041,42.78000259
2042,42.82000351
2043,42.86000443
2044,42.88000488
2045,42.9600029
2046,42.9600029
2047,42.9600029
2048,42.92000198
2049,43.00000381
2050,43.00000381
2051,42.98000336
2052,42.94000244
2053,42.92000198
2054,42.86000443
2055,42.90000153
2056,42.90000153
2057,42.94000244
2058,42.88000488
2059,43.00000381
2060,43.08000183
2061,43.10000229
2062,43.10000229
2063,43.12000275
2064,43.06000137
2065,43.06000137
2066,43.02000427
2067,43.02000427
2068,42.9600029
2069,42.98000336
2070,43.02000427
2071,43.04000473
2072,43.04000473
2073,43.06000137
2074,43.02000427
2075,43.02000427
2076,43.04000473
2077,43.00000381
2078,43.00000381
2079,43.10000229
2080,43.24000168
2081,43.32000351
2082,43.40000153
2083,43.56000137
2084,43.58000183
2085,43.56000137
2086,43.62000275
2087,43.58000183
2088,43.52000427
2089,43.38000488
2090,43.32000351
2091,43.34000397
2092,43.24000168
2093,43.22000122
2094,43.24000168
2095,43.24000168
2096,43.28000259
2097,43.26000214
2098,43.40000153
2099,43.44000244
2100,43.38000488
2101,43.42000198
2102,43.48000336
2103,43.50000381
2104,43.56000137
2105,43.6400032
2106,43.68000412
2107,43.60000229
2108,43.66000366
2109,43.70000458
2110,43.70000458
2111,43.70000458
2112,43.74000168
2113,43.62000275
2114,43.50000381
2115,43.50000381
2116,43.54000473
2117,43.52000427
2118,43.60000229
2119,43.58000183
2120,43.62000275
2121,43.68000412
2122,43.78000259
2123,43.86000443
2124,43.92000198
2125,44.00000381
2126,43.98000336
2127,43.9600029
2128,44.00000381
2129,44.08000183
2130,43.94000244
2131,44.00000381
2132,44.02000427
2133,43.88000488
2134,43.78000259
2135,43.74000168
2136,43.70000458
2137,43.68000412
2138,43.60000229
2139,43.78000259
2140,43.78000259
2141,43.74000168
2142,43.90000153
2143,43.94000244
2144,43.9600029
2145,43.90000153
2146,43.84000397
2147,43.74000168
2148,43.6400032
2149,43.70000458
2150,43.82000351
2151,43.74000168
2152,43.70000458
2153,43.66000366
2154,43.60000229
2155,43.6400032
2156,43.6400032
2157,43.54000473
2158,43.36000443
2159,43.24000168
2160,43.22000122
2161,43.20000458
2162,43.22000122
2163,43.24000168
2164,43.16000366
2165,43.22000122
2166,43.24000168
2167,43.30000305
2168,43.38000488
2169,43.40000153
2170,43.48000336
2171,43.48000336
2172,43.4600029
2173,43.4600029
2174,43.40000153
2175,43.40000153
2176,43.40000153
2177,43.32000351
2178,43.30000305
2179,43.24000168
2180,43.24000168
2181,43.22000122
2182,43.22000122
2183,43.24000168
2184,43.22000122
2185,43.24000168
2186,43.24000168
2187,43.26000214
2188,43.22000122
2189,43.26000214
2190,43.24000168
2191,43.20000458
2192,43.18000412
2193,43.20000458
2194,43.12000275
2195,43.08000183
2196,43.02000427
2197,43.00000381
2198,42.94000244
2199,42.88000488
2200,42.86000443
2201,42.86000443
2202,42.86000443
2203,42.86000443
2204,42.92000198
2205,42.92000198
2206,42.98000336
2207,42.98000336
2208,43.02000427
2209,43.04000473
2210,43.00000381
2211,43.04000473
2212,43.06000137
2213,43.02000427
2214,43.10000229
2215,43.06000137
2216,43.08000183
2217,43.10000229
2218,43.10000229
2219,43.10000229
2220,43.18000412
2221,43.16000366
2222,43.18000412
2223,43.18000412
2224,43.28000259
2225,43.30000305
2226,43.34000397
2227,43.32000351
2228,43.32000351
2229,43.20000458
2230,43.20000458
2231,43.20000458
2232,43.18000412
2233,43.08000183
2234,43.04000473
2235,43.00000381
2236,43.06000137
2237,43.04000473
2238,43.12000275
2239,43.1400032
2240,43.08000183
2241,43.04000473
2242,43.12000275
2243,43.12000275
2244,43.10000229
2245,43.04000473
2246,43.04000473
2247,42.98000336
2248,42.98000336
2249,42.98000336
2250,43.00000381
2251,42.98000336
2252,42.98000336
2253,43.00000381
2254,43.04000473
2255,43.06000137
2256,43.04000473
2257,43.04000473
2258,43.1400032
2259,43.1400032
2260,43.12000275
2261,43.16000366
2262,43.1400032
2263,43.18000412
2264,43.20000458
2265,43.22000122
2266,43.24000168
2267,43.16000366
2268,43.1400032
2269,43.16000366
2270,43.10000229
2271,43.08000183
2272,42.98000336
2273,42.9600029
2274,43.00000381
2275,42.98000336
2276,42.94000244
2277,42.9600029
2278,42.9600029
2279,42.9600029
2280,43.04000473
2281,43.10000229
2282,43.1400032
2283,43.20000458
2284,43.34000397
2285,43.36000443
2286,43.40000153
2287,43.38000488
2288,43.44000244
2289,43.40000153
2290,43.36000443
2291,43.34000397
2292,43.26000214
2293,43.18000412
2294,43.22000122
2295,43.26000214
2296,43.20000458
2297,43.16000366
2298,43.12000275
2299,43.18000412
2300,43.18000412
2301,43.24000168
2302,43.26000214
2303,43.22000122
2304,43.1400032
2305,43.18000412
2306,43.12000275
2307,43.08000183
2308,42.98000336
2309,42.90000153
2310,42.84000397
2311,42.88000488
2312,42.9600029
2313,43.04000473
2314,43.06000137
2315,43.18000412
2316,43.30000305
2317,43.36000443
2318,43.38000488
2319,43.42000198
2320,43.40000153
2321,43.30000305
2322,43.26000214
2323,43.24000168
2324,43.12000275
2325,43.16000366
2326,43.18000412
2327,43.20000458
2328,43.1400032
2329,43.10000229
2330,43.18000412
2331,43.22000122
2332,43.20000458
2333,43.24000168
2334,43.18000412
2335,43.18000412
2336,43.20000458
2337,43.20000458
2338,43.28000259
2339,43.24000168
2340,43.26000214
2341,43.34000397
2342,43.40000153
2343,43.40000153
2344,43.38000488
2345,43.4600029
2346,43.44000244
2347,43.34000397
2348,43.30000305
2349,43.26000214
2350,43.22000122
2351,43.30000305
2352,43.34000397
2353,43.38000488
2354,43.30000305
2355,43.34000397
2356,43.34000397
2357,43.30000305
2358,43.30000305
2359,43.28000259
2360,43.1400032
2361,43.12000275
2362,43.08000183
2363,43.12000275
2364,43.1400032
2365,43.20000458
2366,43.28000259
2367,43.26000214
2368,43.24000168
2369,43.26000214
2370,43.28000259
2371,43.28000259
2372,43.26000214
2373,43.20000458
2374,43.10000229
2375,43.00000381
2376,43.00000381
2377,43.00000381
2378,42.98000336
2379,42.9600029
2380,42.9600029
2381,43.00000381
2382,43.04000473
2383,43.1400032
2384,43.18000412
2385,43.16000366
2386,43.26000214
2387,43.28000259
2388,43.30000305
2389,43.28000259
2390,43.20000458
2391,43.22000122
2392,43.1400032
2393,43.10000229
2394,43.04000473
2395,42.92000198
2396,42.86000443
2397,42.78000259
2398,42.78000259
2399,42.78000259
2400,42.74000168
2401,42.78000259
2402,42.80000305
2403,42.86000443
2404,42.90000153
2405,42.9600029
2406,42.98000336
2407,42.98000336
2408,43.00000381
2409,42.9600029
2410,42.9600029
2411,42.9600029
2412,42.90000153
2413,42.90000153
2414,42.90000153
2415,42.92000198
2416,42.9600029
2417,42.9600029
2418,42.9600029
2419,42.92000198
2420,42.94000244
2421,42.94000244
2422,42.94000244
2423,42.98000336
2424,43.04000473
2425,43.02000427
2426,43.06000137
2427,43.06000137
2428,43.10000229
2429,43.04000473
2430,43.08000183
2431,43.08000183
2432,43.02000427
2433,43.00000381
2434,43.08000183
2435,43.10000229
2436,43.18000412
2437,43.16000366
2438,43.16000366
2439,43.10000229
2440,43.06000137
2441,43.12000275
2442,43.08000183
2443,43.00000381
2444,42.94000244
2445,42.86000443
2446,42.98000336
2447,43.00000381
2448,43.02000427
2449,43.00000381
2450,42.92000198
2451,42.94000244
2452,42.92000198
2453,42.90000153
2454,42.88000488
2455,42.76000214
2456,42.72000122
2457,42.72000122
2458,42.72000122
2459,42.74000168
2460,42.78000259
2461,42.80000305
2462,42.86000443
2463,42.9600029
2464,42.9600029
2465,42.98000336
2466,42.98000336
2467,43.00000381
2468,43.00000381
2469,43.02000427
2470,43.04000473
2471,43.00000381
2472,42.94000244
2473,42.9600029
2474,42.9600029
2475,43.00000381
2476,42.9600029
2477,42.92000198
2478,42.86000443
2479,42.84000397
2480,42.82000351
2481,42.84000397
2482,42.86000443
2483,42.86000443
2484,42.84000397
2485,42.88000488
2486,42.88000488
2487,42.92000198
2488,42.94000244
2489,43.00000381
2490,43.00000381
2491,42.92000198
2492,42.98000336
2493,42.9600029
2494,42.9600029
2495,42.94000244
2496,42.92000198
2497,42.92000198
2498,42.86000443
2499,42.86000443
2500,42.9600029
2501,42.94000244
2502,43.00000381
2503,43.02000427
2504,43.04000473
2505,43.04000473
2506,43.04000473
2507,43.06000137
2508,43.1400032
2509,43.08000183
2510,43.08000183
2511,43.02000427
2512,43.00000381
2513,43.06000137
2514,43.08000183
2515,43.12000275
2516,43.16000366
2517,43.16000366
2518,43.20000458
2519,43.24000168
2520,43.28000259
2521,43.26000214
2522,43.16000366
2523,43.12000275
2524,43.02000427
2525,42.9600029
2526,42.92000198
2527,42.98000336
2528,42.98000336
2529,42.9600029
2530,42.9600029
2531,43.00000381
2532,43.04000473
2533,43.10000229
2534,43.10000229
2535,43.10000229
2536,43.02000427
2537,43.06000137
2538,43.1400032
2539,43.20000458
2540,43.22000122
2541,43.26000214
2542,43.24000168
2543,43.24000168
2544,43.32000351
2545,43.42000198
2546,43.38000488
2547,43.44000244
2548,43.44000244
2549,43.4600029
2550,43.50000381
2551,43.60000229
2552,43.56000137
2553,43.58000183
2554,43.50000381
2555,43.4600029
2556,43.38000488
2557,43.36000443
2558,43.36000443
2559,43.40000153
2560,43.28000259
2561,43.34000397
2562,43.32000351
2563,43.38000488
2564,43.4600029
2565,43.50000381
2566,43.54000473
2567,43.6400032
2568,43.56000137
2569,43.58000183
2570,43.6400032
2571,43.66000366
2572,43.66000366
2573,43.6400032
2574,43.56000137
2575,43.56000137
2576,43.50000381
2577,43.60000229
2578,43.66000366
2579,43.54000473
2580,43.50000381
2581,43.48000336
2582,43.50000381
2583,43.54000473
2584,43.48000336
2585,43.50000381
2586,43.50000381
2587,43.56000137
2588,43.78000259
2589,43.84000397
2590,43.94000244
2591,43.92000198
2592,44.00000381
2593,44.16000366
2594,44.26000214
2595,44.24000168
2596,44.22000504
2597,44.16000366
2598,44.20000458
2599,44.24000168
2600,44.22000504
2601,44.20000458
2602,44.12000275
2603,44.02000427
2604,44.10000229
2605,44.08000183
2606,44.06000137
2607,43.9600029
2608,43.98000336
2609,44.00000381
2610,44.02000427
2611,44.02000427
2612,44.08000183
2613,44.16000366
2614,44.18000412
2615,44.24000168
2616,44.30000305
2617,44.22000504
2618,44.28000259
2619,44.28000259
2620,44.26000214
2621,44.24000168
2622,44.20000458
2623,44.16000366
2624,44.22000504
2625,44.30000305
2626,44.38000488
2627,44.38000488
2628,44.34000397
2629,44.40000153
2630,44.48000336
2631,44.54000473
2632,44.58000183
2633,44.42000198
2634,44.40000153
2635,44.30000305
2636,44.16000366
2637,44.26000214
2638,44.1400032
2639,43.92000198
2640,43.94000244
2641,44.04000473
2642,44.06000137
2643,44.02000427
2644,44.06000137
2645,44.16000366
2646,44.08000183
2647,44.30000305
2648,44.42000198
2649,44.44000244
2650,44.42000198
2651,44.52000427
2652,44.52000427
2653,44.58000183
2654,44.66000366
2655,44.68000412
2656,44.50000381
2657,44.58000183
2658,44.56000137
2659,44.72000504
2660,44.80000305
2661,44.94000244
2662,44.88000488
2663,44.80000305
2664,44.76000214
2665,44.84000397
2666,44.80000305
2667,44.92000198
2668,44.76000214
2669,44.6400032
2670,44.52000427
2671,44.52000427
2672,44.60000229
2673,44.54000473
2674,44.50000381
2675,44.42000198
2676,44.42000198
2677,44.50000381
2678,44.60000229
2679,44.70000458
2680,44.76000214
2681,44.66000366
2682,44.76000214
2683,44.6400032
2684,44.68000412
2685,44.48000336
2686,44.38000488
2687,44.36000443
2688,44.30000305
2689,44.40000153
2690,44.34000397
2691,44.26000214
2692,44.32000351
2693,44.26000214
2694,44.28000259
2695,44.26000214
2696,44.28000259
2697,44.22000504
2698,44.12000275
2699,44.20000458
2700,44.16000366
2701,44.06000137
2702,44.04000473
2703,44.00000381
2704,44.06000137
2705,43.98000336
2706,44.04000473
2707,44.02000427
2708,44.08000183
2709,44.26000214
2710,44.42000198
2711,44.56000137
2712,44.58000183
2713,44.48000336
2714,44.44000244
2715,44.4600029
2716,44.50000381
2717,44.52000427
2718,44.4600029
2719,44.40000153
2720,44.34000397
2721,44.38000488
2722,44.50000381
2723,44.50000381
2724,44.48000336
2725,44.66000366
2726,44.60000229
2727,44.58000183
2728,44.56000137
2729,44.54000473
2730,44.42000198
2731,44.30000305
2732,44.4600029
2733,44.4600029
2734,44.28000259
2735,44.30000305
2736,44.36000443
2737,44.38000488
2738,44.4600029
2739,44.4600029
2740,44.52000427
2741,44.36000443
2742,44.4600029
2743,44.54000473
2744,44.62000275
2745,44.66000366
2746,44.70000458
2747,44.54000473
2748,44.4600029
2749,44.28000259
2750,44.10000229
2751,43.94000244
2752,43.92000198
2753,43.88000488
2754,43.84000397
2755,43.84000397
2756,43.9600029
2757,44.10000229
2758,44.16000366
2759,44.16000366
2760,44.04000473
2761,44.04000473
2762,44.04000473
2763,44.02000427
2764,44.00000381
2765,43.98000336
2766,43.86000443
2767,43.80000305
2768,43.76000214
2769,43.76000214
2770,43.6400032
2771,43.72000122
2772,43.66000366
2773,43.68000412
2774,43.68000412
2775,43.76000214
2776,43.76000214
2777,43.76000214
2778,43.76000214
2779,43.80000305
2780,43.62000275
2781,43.66000366
2782,43.58000183
2783,43.54000473
2784,43.50000381
2785,43.58000183
2786,43.60000229
2787,43.60000229
2788,43.52000427
2789,43.58000183
2790,43.66000366
2791,43.78000259
2792,43.82000351
2793,43.88000488
2794,43.74000168
2795,43.70000458
2796,43.62000275
2797,43.56000137
2798,43.44000244
2799,43.42000198
2800,43.38000488
2801,43.44000244
2802,43.42000198
2803,43.52000427
2804,43.58000183
2805,43.68000412
2806,43.74000168
2807,43.74000168
2808,43.58000183
2809,43.58000183
2810,43.56000137
2811,43.54000473
2812,43.48000336
2813,43.40000153
2814,43.44000244
2815,43.4600029
2816,43.4600029
2817,43.42000198
2818,43.38000488
2819,43.36000443
2820,43.36000443
2821,43.34000397
2822,43.32000351
2823,43.28000259
2824,43.34000397
2825,43.4600029
2826,43.58000183
2827,43.60000229
2828,43.60000229
2829,43.70000458
2830,43.74000168
2831,43.76000214
2832,43.70000458
2833,43.68000412
2834,43.68000412
2835,43.68000412
2836,43.68000412
2837,43.74000168
2838,43.6400032
2839,43.76000214
2840,43.86000443
2841,43.86000443
2842,43.92000198
2843,43.90000153
2844,43.94000244
2845,43.94000244
2846,43.84000397
2847,43.82000351
2848,43.74000168
2849,43.6400032
2850,43.62000275
2851,43.62000275
2852,43.6400032
2853,43.60000229
2854,43.60000229
2855,43.6400032
2856,43.72000122
2857,43.6400032
2858,43.74000168
2859,43.72000122
2860,43.70000458
2861,43.6400032
2862,43.76000214
2863,43.80000305
2864,43.78000259
2865,43.82000351
2866,43.90000153
2867,43.78000259
2868,43.86000443
2869,43.88000488
2870,43.88000488
2871,43.78000259
2872,43.76000214
2873,43.74000168
2874,43.68000412
2875,43.62000275
2876,43.68000412
2877,43.68000412
2878,43.6400032
2879,43.66000366
2880,43.62000275
2881,43.82000351
2882,43.92000198
2883,43.94000244
2884,44.02000427
2885,44.08000183
2886,44.00000381
2887,44.00000381
2888,44.02000427
2889,44.02000427
2890,43.92000198
2891,43.88000488
2892,43.88000488
2893,43.86000443
2894,43.80000305
2895,43.84000397
2896,43.94000244
2897,43.9600029
2898,44.00000381
2899,43.92000198
2900,44.10000229
2901,44.22000504
2902,44.34000397
2903,44.4600029
2904,44.4600029
2905,44.36000443
2906,44.30000305
2907,44.26000214
2908,44.32000351
2909,44.12000275
2910,44.10000229
2911,44.06000137
2912,44.02000427
2913,44.10000229
2914,44.28000259
2915,44.32000351
2916,44.28000259
2917,44.28000259
2918,44.32000351
2919,44.22000504
2920,44.24000168
2921,44.32000351
2922,44.30000305
2923,44.20000458
2924,44.36000443
2925,44.48000336
2926,44.54000473
2927,44.54000473
2928,44.68000412
2929,44.66000366
2930,44.74000168
2931,44.78000259
2932,44.84000397
2933,44.82000351
