,astA_AB_MRM1
2934,45.08000183
2935,45.22000504
2936,45.42000198
2937,45.60000229
2938,45.70000458
2939,45.76000214
2940,45.82000351
2941,46.16000366
2942,46.22000504
2943,46.10000229
2944,45.98000336
2945,45.84000397
2946,45.72000504
2947,45.62000275
2948,45.74000168
2949,45.70000458
2950,45.40000153
2951,45.40000153
2952,45.40000153
2953,45.38000488
2954,45.44000244
2955,45.26000214
2956,45.26000214
2957,44.9600029
2958,44.94000244
2959,44.84000397
2960,44.80000305
2961,44.68000412
2962,44.76000214
2963,44.58000183
2964,44.72000504
2965,44.82000351
2966,44.80000305
2967,44.94000244
2968,44.92000198
2969,44.90000153
2970,45.06000137
2971,44.98000336
2972,45.06000137
2973,44.92000198
2974,44.78000259
2975,44.90000153
2976,44.76000214
2977,44.80000305
2978,44.70000458
2979,44.48000336
2980,44.44000244
2981,44.40000153
2982,44.42000198
2983,44.42000198
2984,44.26000214
2985,44.30000305
2986,44.24000168
2987,44.24000168
2988,44.52000427
2989,44.54000473
2990,44.44000244
2991,44.42000198
2992,44.34000397
2993,44.38000488
2994,44.26000214
2995,44.30000305
2996,44.20000458
2997,43.90000153
2998,43.98000336
2999,44.16000366
3000,44.22000504
3001,44.30000305
3002,44.28000259
3003,44.34000397
3004,44.30000305
3005,44.30000305
3006,44.24000168
3007,44.06000137
3008,44.06000137
3009,43.98000336
3010,44.04000473
3011,44.20000458
3012,44.36000443
3013,44.34000397
3014,44.48000336
3015,44.50000381
3016,44.52000427
3017,44.42000198
3018,44.36000443
3019,44.34000397
3020,44.20000458
3021,44.10000229
3022,44.18000412
3023,44.12000275
3024,44.06000137
3025,44.04000473
3026,44.04000473
3027,44.12000275
3028,43.98000336
3029,44.00000381
3030,43.88000488
3031,43.84000397
3032,43.84000397
3033,44.00000381
3034,44.04000473
3035,44.16000366
3036,44.28000259
3037,44.36000443
3038,44.36000443
3039,44.48000336
3040,44.44000244
3041,44.42000198
3042,44.26000214
3043,44.26000214
3044,44.20000458
3045,44.1400032
3046,44.08000183
3047,44.12000275
3048,44.08000183
3049,44.08000183
3050,43.98000336
3051,44.02000427
3052,43.88000488
3053,43.86000443
3054,43.90000153
3055,43.92000198
3056,43.92000198
3057,43.90000153
3058,43.86000443
3059,43.84000397
3060,43.70000458
3061,43.80000305
3062,43.78000259
3063,43.78000259
3064,43.86000443
3065,43.88000488
3066,43.94000244
3067,43.98000336
3068,44.02000427
3069,44.12000275
3070,44.10000229
3071,44.12000275
3072,44.10000229
3073,44.08000183
3074,44.00000381
3075,43.86000443
3076,43.82000351
3077,43.76000214
3078,43.6400032
3079,43.66000366
3080,43.74000168
3081,43.80000305
3082,43.86000443
3083,43.9600029
3084,43.9600029
3085,43.94000244
3086,43.92000198
3087,44.02000427
3088,43.9600029
3089,43.88000488
3090,43.82000351
3091,43.80000305
3092,43.74000168
3093,43.76000214
3094,43.66000366
3095,43.62000275
3096,43.38000488
3097,43.36000443
3098,43.32000351
3099,43.40000153
3100,43.32000351
3101,43.26000214
3102,43.24000168
3103,43.24000168
3104,43.20000458
3105,43.22000122
3106,43.10000229
3107,43.1400032
3108,43.16000366
3109,43.24000168
3110,43.28000259
3111,43.30000305
3112,43.36000443
3113,43.36000443
3114,43.42000198
3115,43.44000244
3116,43.42000198
3117,43.34000397
3118,43.32000351
3119,43.38000488
3120,43.42000198
3121,43.48000336
3122,43.50000381
3123,43.48000336
3124,43.58000183
3125,43.6400032
3126,43.72000122
3127,43.76000214
3128,43.78000259
3129,43.70000458
3130,43.6400032
3131,43.6400032
3132,43.6400032
3133,43.62000275
3134,43.78000259
3135,43.76000214
3136,43.80000305
3137,43.84000397
3138,43.88000488
3139,43.92000198
3140,43.9600029
3141,43.92000198
3142,43.88000488
3143,43.66000366
3144,43.70000458
3145,43.6400032
3146,43.58000183
3147,43.68000412
3148,43.78000259
3149,43.78000259
3150,43.80000305
3151,43.78000259
3152,43.76000214
3153,43.68000412
3154,43.58000183
3155,43.58000183
3156,43.44000244
3157,43.28000259
3158,43.30000305
3159,43.40000153
3160,43.52000427
3161,43.70000458
3162,43.84000397
3163,44.00000381
3164,44.02000427
3165,44.00000381
3166,44.12000275
3167,44.10000229
3168,44.04000473
3169,44.02000427
3170,43.9600029
3171,43.9600029
3172,43.9600029
3173,43.94000244
3174,43.98000336
3175,43.90000153
3176,43.94000244
3177,43.9600029
3178,43.88000488
3179,43.88000488
3180,43.84000397
3181,43.90000153
3182,43.90000153
3183,43.86000443
3184,43.86000443
3185,43.78000259
3186,43.66000366
3187,43.62000275
3188,43.66000366
3189,43.74000168
3190,43.80000305
3191,43.94000244
3192,43.9600029
3193,43.94000244
3194,44.06000137
3195,44.30000305
3196,44.28000259
3197,44.24000168
3198,44.1400032
3199,43.94000244
3200,43.78000259
3201,43.78000259
3202,43.76000214
3203,43.6400032
3204,43.52000427
3205,43.60000229
3206,43.54000473
3207,43.58000183
3208,43.58000183
3209,43.56000137
3210,43.48000336
3211,43.34000397
3212,43.28000259
3213,43.22000122
3214,43.16000366
3215,43.18000412
3216,43.18000412
3217,43.22000122
3218,43.28000259
3219,43.26000214
3220,43.28000259
3221,43.32000351
3222,43.30000305
3223,43.28000259
3224,43.28000259
3225,43.30000305
3226,43.26000214
3227,43.22000122
3228,43.26000214
3229,43.32000351
3230,43.26000214
3231,43.22000122
3232,43.30000305
3233,43.28000259
3234,43.26000214
3235,43.30000305
3236,43.34000397
3237,43.34000397
3238,43.30000305
3239,43.40000153
3240,43.54000473
3241,43.58000183
3242,43.54000473
3243,43.54000473
3244,43.48000336
3245,43.38000488
3246,43.30000305
3247,43.22000122
3248,43.04000473
3249,42.94000244
3250,42.90000153
3251,42.90000153
3252,42.86000443
3253,42.86000443
3254,42.88000488
3255,42.88000488
3256,43.02000427
3257,43.18000412
3258,43.1400032
3259,43.16000366
3260,43.36000443
3261,43.40000153
3262,43.4600029
3263,43.44000244
3264,43.40000153
3265,43.28000259
3266,43.18000412
3267,43.18000412
3268,43.18000412
3269,43.02000427
3270,43.06000137
3271,43.02000427
3272,43.04000473
3273,43.12000275
3274,43.10000229
3275,43.10000229
3276,43.08000183
3277,43.1400032
3278,43.24000168
3279,43.30000305
3280,43.40000153
3281,43.4600029
3282,43.44000244
3283,43.58000183
3284,43.62000275
3285,43.60000229
3286,43.54000473
3287,43.48000336
3288,43.4600029
3289,43.38000488
3290,43.42000198
3291,43.42000198
3292,43.30000305
3293,43.28000259
3294,43.30000305
3295,43.26000214
3296,43.26000214
3297,43.22000122
3298,43.26000214
3299,43.16000366
3300,43.12000275
3301,43.12000275
3302,43.10000229
3303,43.12000275
3304,43.10000229
3305,43.08000183
3306,43.12000275
3307,43.08000183
3308,43.1400032
3309,43.18000412
3310,43.22000122
3311,43.20000458
3312,43.16000366
3313,43.12000275
3314,43.08000183
3315,43.00000381
3316,43.00000381
3317,42.98000336
3318,42.94000244
3319,42.9600029
3320,42.9600029
3321,42.98000336
3322,43.02000427
3323,43.00000381
3324,43.02000427
3325,43.02000427
3326,42.98000336
3327,42.98000336
3328,42.90000153
3329,42.90000153
3330,42.84000397
3331,42.82000351
3332,42.78000259
3333,42.82000351
3334,42.78000259
3335,42.80000305
3336,42.78000259
3337,42.80000305
3338,42.82000351
3339,42.80000305
3340,42.82000351
3341,42.82000351
3342,42.78000259
3343,42.76000214
3344,42.74000168
3345,42.80000305
3346,42.80000305
3347,42.82000351
3348,42.82000351
3349,42.80000305
3350,42.82000351
3351,42.80000305
3352,42.84000397
3353,42.86000443
3354,42.84000397
3355,42.80000305
3356,42.78000259
3357,42.76000214
3358,42.72000122
3359,42.72000122
3360,42.68000412
3361,42.66000366
3362,42.62000275
3363,42.66000366
3364,42.68000412
3365,42.74000168
3366,42.80000305
3367,42.82000351
3368,42.80000305
3369,42.82000351
3370,42.78000259
3371,42.78000259
3372,42.74000168
3373,42.72000122
3374,42.66000366
3375,42.62000275
3376,42.6400032
3377,42.66000366
3378,42.68000412
3379,42.70000458
3380,42.68000412
3381,42.74000168
3382,42.76000214
3383,42.76000214
3384,42.76000214
3385,42.74000168
3386,42.76000214
3387,42.74000168
3388,42.72000122
3389,42.70000458
3390,42.6400032
3391,42.60000229
3392,42.62000275
3393,42.66000366
3394,42.66000366
3395,42.6400032
3396,42.6400032
3397,42.6400032
3398,42.68000412
3399,42.68000412
3400,42.74000168
3401,42.72000122
3402,42.74000168
3403,42.78000259
3404,42.78000259
3405,42.78000259
3406,42.78000259
3407,42.74000168
3408,42.74000168
3409,42.68000412
3410,42.68000412
3411,42.6400032
3412,42.6400032
3413,42.70000458
3414,42.72000122
3415,42.78000259
3416,42.82000351
3417,42.82000351
3418,42.82000351
3419,42.78000259
3420,42.76000214
3421,42.76000214
3422,42.70000458
3423,42.68000412
3424,42.6400032
3425,42.66000366
3426,42.66000366
3427,42.68000412
3428,42.70000458
3429,42.70000458
3430,42.66000366
3431,42.66000366
3432,42.6400032
3433,42.6400032
3434,42.6400032
3435,42.6400032
3436,42.70000458
3437,42.72000122
3438,42.78000259
3439,42.82000351
3440,42.92000198
3441,42.94000244
3442,42.92000198
3443,42.92000198
3444,42.98000336
3445,42.92000198
3446,42.90000153
3447,42.82000351
3448,42.80000305
3449,42.76000214
3450,42.76000214
3451,42.82000351
3452,42.84000397
3453,42.78000259
3454,42.80000305
3455,42.80000305
3456,42.78000259
3457,42.76000214
3458,42.72000122
3459,42.68000412
3460,42.62000275
3461,42.60000229
3462,42.60000229
3463,42.60000229
3464,42.58000183
3465,42.58000183
3466,42.56000137
3467,42.56000137
3468,42.56000137
3469,42.56000137
3470,42.56000137
3471,42.58000183
3472,42.58000183
3473,42.66000366
3474,42.68000412
3475,42.68000412
3476,42.68000412
3477,42.68000412
3478,42.68000412
3479,42.68000412
3480,42.68000412
3481,42.66000366
3482,42.66000366
3483,42.68000412
3484,42.68000412
3485,42.74000168
3486,42.74000168
3487,42.74000168
3488,42.76000214
3489,42.72000122
3490,42.70000458
3491,42.68000412
3492,42.66000366
3493,42.66000366
3494,42.62000275
3495,42.6400032
3496,42.66000366
3497,42.72000122
3498,42.74000168
3499,42.76000214
3500,42.76000214
3501,42.76000214
3502,42.76000214
3503,42.76000214
3504,42.72000122
3505,42.74000168
3506,42.80000305
3507,42.84000397
3508,42.84000397
3509,42.86000443
3510,42.86000443
3511,42.84000397
3512,42.88000488
3513,42.86000443
3514,42.78000259
3515,42.70000458
3516,42.76000214
3517,42.78000259
3518,42.80000305
3519,42.80000305
3520,42.78000259
3521,42.72000122
3522,42.74000168
3523,42.76000214
3524,42.78000259
3525,42.82000351
3526,42.82000351
3527,42.94000244
3528,42.9600029
3529,43.02000427
3530,43.04000473
3531,43.02000427
3532,43.02000427
3533,42.98000336
3534,42.92000198
3535,43.00000381
3536,42.94000244
3537,42.94000244
3538,42.9600029
3539,42.94000244
3540,42.94000244
3541,42.90000153
3542,42.90000153
3543,42.88000488
3544,42.80000305
3545,42.76000214
3546,42.80000305
3547,42.76000214
3548,42.80000305
3549,42.82000351
3550,42.82000351
3551,42.82000351
3552,42.84000397
3553,42.88000488
3554,42.92000198
3555,42.88000488
3556,42.86000443
3557,42.82000351
3558,42.76000214
3559,42.74000168
3560,42.70000458
3561,42.6400032
3562,42.58000183
3563,42.56000137
3564,42.68000412
3565,42.70000458
3566,42.80000305
3567,42.90000153
3568,42.98000336
3569,43.00000381
3570,43.08000183
3571,43.12000275
3572,43.10000229
3573,43.04000473
3574,43.10000229
3575,43.10000229
3576,43.08000183
3577,43.08000183
3578,43.08000183
3579,43.02000427
3580,42.98000336
3581,43.00000381
3582,42.9600029
3583,42.90000153
3584,42.82000351
3585,42.90000153
3586,42.92000198
3587,42.92000198
3588,42.9600029
3589,42.9600029
3590,42.9600029
3591,42.94000244
3592,42.98000336
3593,43.06000137
3594,43.00000381
3595,43.00000381
3596,43.00000381
3597,42.9600029
3598,43.00000381
3599,43.02000427
3600,43.00000381
3601,42.98000336
3602,42.94000244
3603,42.94000244
3604,42.98000336
3605,43.02000427
3606,43.00000381
3607,43.00000381
3608,42.92000198
3609,42.94000244
3610,42.92000198
3611,42.90000153
3612,42.88000488
3613,42.84000397
3614,42.78000259
3615,42.82000351
3616,42.80000305
3617,42.84000397
3618,42.94000244
3619,42.98000336
3620,43.02000427
3621,43.04000473
3622,43.02000427
3623,43.12000275
3624,43.12000275
3625,43.1400032
3626,43.08000183
3627,43.02000427
3628,43.08000183
3629,43.06000137
3630,43.08000183
3631,43.1400032
3632,43.08000183
3633,43.04000473
3634,43.06000137
3635,43.08000183
3636,43.12000275
3637,43.22000122
3638,43.28000259
3639,43.34000397
3640,43.30000305
3641,43.30000305
3642,43.32000351
3643,43.28000259
3644,43.20000458
3645,43.16000366
3646,42.9600029
3647,42.9600029
3648,42.88000488
3649,42.94000244
3650,42.94000244
3651,42.94000244
3652,43.02000427
3653,43.04000473
3654,43.02000427
3655,43.00000381
3656,42.98000336
3657,43.00000381
3658,42.98000336
3659,42.98000336
3660,42.9600029
3661,42.92000198
3662,42.94000244
3663,43.00000381
3664,43.04000473
3665,43.06000137
3666,43.00000381
3667,43.08000183
3668,43.10000229
3669,43.12000275
3670,43.16000366
3671,43.16000366
3672,43.16000366
3673,43.24000168
3674,43.28000259
3675,43.28000259
3676,43.26000214
3677,43.24000168
3678,43.24000168
3679,43.20000458
3680,43.18000412
3681,43.12000275
3682,43.02000427
3683,42.98000336
3684,43.06000137
3685,43.04000473
3686,43.06000137
3687,43.04000473
3688,43.06000137
3689,43.10000229
3690,43.08000183
3691,43.04000473
3692,43.02000427
3693,43.00000381
3694,42.9600029
3695,42.98000336
3696,43.04000473
3697,43.02000427
3698,43.02000427
3699,43.12000275
3700,43.22000122
3701,43.20000458
3702,43.18000412
3703,43.18000412
3704,43.22000122
3705,43.18000412
3706,43.20000458
3707,43.18000412
3708,43.12000275
3709,43.02000427
3710,43.00000381
3711,42.94000244
3712,42.94000244
3713,42.90000153
3714,42.90000153
3715,42.86000443
3716,42.92000198
3717,42.90000153
3718,43.00000381
3719,43.04000473
3720,43.04000473
3721,43.02000427
3722,42.98000336
3723,43.00000381
3724,42.98000336
3725,43.00000381
3726,43.00000381
3727,42.94000244
3728,43.02000427
3729,43.04000473
3730,43.10000229
3731,43.10000229
3732,43.12000275
3733,43.12000275
3734,43.04000473
3735,43.04000473
3736,43.02000427
3737,42.9600029
3738,42.9600029
3739,42.94000244
3740,42.9600029
3741,43.02000427
3742,43.04000473
3743,43.04000473
3744,43.08000183
3745,43.16000366
3746,43.18000412
3747,43.16000366
3748,43.1400032
3749,43.12000275
3750,43.04000473
3751,43.04000473
3752,43.06000137
3753,43.00000381
3754,42.94000244
3755,42.90000153
3756,42.92000198
3757,42.9600029
3758,43.02000427
3759,43.00000381
3760,43.04000473
3761,43.00000381
3762,43.08000183
3763,43.08000183
3764,43.08000183
3765,43.12000275
3766,43.12000275
3767,43.24000168
3768,43.30000305
3769,43.32000351
3770,43.34000397
3771,43.26000214
3772,43.28000259
3773,43.26000214
3774,43.20000458
3775,43.20000458
3776,43.02000427
3777,43.02000427
3778,43.08000183
3779,43.12000275
3780,43.20000458
3781,43.24000168
3782,43.32000351
3783,43.38000488
3784,43.34000397
3785,43.42000198
3786,43.42000198
3787,43.34000397
3788,43.28000259
3789,43.26000214
3790,43.20000458
3791,43.1400032
3792,43.12000275
3793,43.1400032
3794,43.04000473
3795,43.02000427
3796,43.00000381
3797,42.98000336
3798,43.02000427
3799,42.98000336
3800,43.00000381
3801,42.98000336
3802,43.02000427
3803,43.10000229
3804,43.1400032
3805,43.18000412
3806,43.22000122
3807,43.10000229
3808,43.16000366
3809,43.16000366
3810,43.20000458
3811,43.20000458
3812,43.22000122
3813,43.28000259
3814,43.36000443
3815,43.36000443
3816,43.40000153
3817,43.40000153
3818,43.36000443
3819,43.30000305
3820,43.22000122
3821,43.16000366
3822,43.10000229
3823,43.06000137
3824,43.06000137
3825,43.04000473
3826,43.06000137
3827,43.1400032
3828,43.18000412
3829,43.16000366
3830,43.12000275
3831,43.16000366
3832,43.18000412
3833,43.18000412
3834,43.22000122
3835,43.16000366
3836,43.1400032
3837,43.12000275
3838,43.12000275
3839,43.12000275
3840,43.08000183
3841,43.06000137
3842,43.04000473
3843,42.9600029
3844,42.9600029
3845,42.94000244
3846,43.00000381
3847,43.02000427
3848,43.02000427
3849,43.00000381
3850,42.98000336
3851,43.02000427
3852,43.10000229
3853,43.16000366
3854,43.20000458
3855,43.22000122
3856,43.26000214
3857,43.30000305
3858,43.32000351
3859,43.28000259
3860,43.26000214
3861,43.16000366
3862,43.12000275
3863,43.06000137
3864,43.00000381
3865,43.00000381
3866,43.02000427
3867,43.08000183
3868,43.10000229
3869,43.12000275
3870,43.24000168
3871,43.30000305
3872,43.30000305
3873,43.30000305
3874,43.34000397
3875,43.30000305
3876,43.28000259
3877,43.32000351
3878,43.32000351
3879,43.24000168
3880,43.22000122
3881,43.30000305
3882,43.30000305
3883,43.24000168
3884,43.26000214
3885,43.20000458
3886,43.16000366
3887,43.18000412
3888,43.28000259
3889,43.34000397
3890,43.34000397
3891,43.38000488
3892,43.38000488
3893,43.38000488
3894,43.38000488
3895,43.34000397
3896,43.24000168
3897,43.10000229
3898,43.08000183
3899,43.04000473
3900,43.02000427
3901,43.02000427
3902,43.00000381
3903,42.98000336
3904,42.98000336
3905,43.1400032
3906,43.16000366
3907,43.1400032
3908,43.24000168
3909,43.22000122
3910,43.20000458
3911,43.26000214
3912,43.26000214
3913,43.20000458
3914,43.16000366
3915,43.22000122
3916,43.20000458
3917,43.10000229
3918,43.12000275
3919,43.10000229
3920,43.00000381
3921,42.98000336
3922,43.00000381
3923,43.00000381
3924,42.98000336
3925,43.00000381
3926,43.08000183
3927,43.10000229
3928,43.12000275
3929,43.1400032
3930,43.1400032
3931,43.12000275
3932,43.10000229
3933,43.24000168
3934,43.26000214
3935,43.20000458
3936,43.30000305
3937,43.30000305
3938,43.36000443
3939,43.32000351
3940,43.42000198
3941,43.40000153
3942,43.28000259
3943,43.26000214
3944,43.26000214
3945,43.18000412
3946,43.18000412
3947,43.1400032
3948,43.16000366
3949,43.06000137
3950,43.04000473
3951,43.06000137
3952,43.08000183
3953,43.04000473
3954,43.06000137
3955,43.02000427
3956,42.98000336
3957,42.94000244
3958,42.92000198
3959,42.90000153
3960,42.90000153
3961,42.88000488
3962,42.86000443
3963,42.80000305
3964,42.84000397
3965,42.86000443
3966,42.90000153
3967,42.90000153
3968,42.9600029
3969,42.94000244
3970,42.94000244
3971,43.00000381
3972,43.06000137
3973,43.1400032
3974,43.16000366
3975,43.34000397
3976,43.44000244
3977,43.42000198
3978,43.48000336
3979,43.44000244
3980,43.40000153
3981,43.30000305
3982,43.20000458
3983,43.12000275
3984,43.02000427
3985,42.94000244
3986,43.06000137
3987,43.10000229
3988,43.12000275
3989,43.12000275
3990,43.12000275
3991,43.10000229
3992,43.20000458
3993,43.16000366
3994,43.20000458
3995,43.12000275
3996,43.28000259
3997,43.36000443
3998,43.36000443
3999,43.38000488
4000,43.42000198
4001,43.28000259
4002,43.24000168
4003,43.24000168
4004,43.18000412
4005,42.98000336
4006,42.94000244
4007,42.94000244
4008,42.92000198
4009,42.9600029
4010,42.9600029
4011,42.98000336
4012,42.94000244
4013,43.00000381
4014,43.08000183
4015,43.12000275
4016,43.10000229
4017,43.10000229
4018,43.04000473
4019,43.04000473
4020,43.02000427
4021,43.00000381
4022,42.9600029
4023,42.9600029
4024,43.02000427
4025,43.10000229
4026,43.08000183
4027,43.08000183
4028,43.1400032
4029,43.1400032
4030,43.18000412
4031,43.18000412
4032,43.10000229
4033,43.02000427
4034,43.00000381
4035,42.98000336
4036,42.98000336
4037,42.9600029
4038,42.9600029
4039,42.92000198
4040,42.94000244
4041,43.02000427
4042,43.06000137
4043,43.08000183
4044,43.12000275
4045,43.16000366
4046,43.12000275
4047,43.08000183
4048,43.04000473
4049,43.00000381
4050,42.90000153
4051,42.86000443
4052,42.86000443
4053,42.86000443
4054,42.84000397
4055,42.94000244
4056,43.02000427
4057,43.04000473
4058,43.06000137
4059,43.08000183
4060,43.08000183
4061,43.04000473
4062,43.00000381
4063,42.9600029
4064,42.90000153
4065,42.84000397
4066,42.82000351
4067,42.80000305
4068,42.82000351
4069,42.80000305
4070,42.86000443
4071,42.86000443
4072,42.98000336
4073,43.00000381
4074,43.04000473
4075,43.12000275
4076,43.10000229
4077,43.06000137
4078,43.02000427
4079,43.00000381
4080,43.00000381
4081,42.92000198
4082,42.90000153
4083,42.90000153
4084,42.86000443
4085,42.9600029
4086,43.02000427
4087,43.10000229
4088,43.10000229
4089,43.10000229
4090,43.08000183
4091,43.06000137
4092,43.00000381
4093,42.9600029
4094,42.84000397
4095,42.82000351
4096,42.80000305
4097,42.80000305
4098,42.86000443
4099,42.86000443
4100,42.88000488
4101,42.92000198
4102,42.94000244
4103,43.04000473
4104,43.02000427
4105,43.00000381
4106,43.08000183
4107,43.06000137
4108,43.08000183
4109,43.16000366
4110,43.10000229
4111,43.06000137
4112,43.02000427
4113,43.02000427
4114,43.00000381
4115,42.92000198
4116,42.92000198
4117,43.04000473
4118,43.00000381
4119,43.06000137
4120,43.08000183
4121,43.06000137
4122,43.22000122
4123,43.24000168
4124,43.26000214
4125,43.22000122
4126,43.10000229
4127,43.12000275
4128,43.08000183
4129,43.04000473
4130,43.02000427
4131,42.9600029
4132,42.98000336
4133,42.9600029
4134,42.94000244
4135,42.92000198
4136,42.86000443
4137,42.88000488
4138,42.88000488
4139,42.84000397
4140,42.72000122
4141,42.70000458
4142,42.74000168
4143,42.74000168
4144,42.70000458
4145,42.72000122
4146,42.72000122
4147,42.72000122
4148,42.74000168
4149,42.78000259
4150,42.78000259
4151,42.76000214
4152,42.88000488
4153,42.92000198
4154,42.92000198
4155,43.10000229
4156,43.12000275
4157,43.18000412
4158,43.18000412
4159,43.20000458
4160,43.24000168
4161,43.1400032
4162,43.16000366
4163,43.22000122
4164,43.1400032
4165,43.18000412
4166,43.24000168
4167,43.28000259
4168,43.30000305
4169,43.24000168
4170,43.22000122
4171,43.1400032
4172,43.12000275
4173,43.16000366
4174,43.26000214
4175,43.28000259
4176,43.30000305
4177,43.32000351
4178,43.38000488
4179,43.38000488
4180,43.42000198
4181,43.42000198
4182,43.26000214
4183,43.1400032
4184,43.10000229
4185,43.08000183
4186,43.00000381
4187,42.92000198
4188,42.9600029
4189,42.88000488
4190,42.82000351
4191,42.88000488
4192,42.9600029
4193,43.00000381
4194,43.04000473
4195,43.02000427
4196,42.98000336
4197,42.90000153
4198,42.88000488
4199,42.90000153
4200,42.86000443
4201,42.80000305
4202,42.84000397
4203,42.88000488
4204,43.00000381
4205,43.02000427
4206,43.02000427
4207,43.04000473
4208,43.04000473
4209,43.00000381
4210,42.98000336
4211,42.92000198
4212,42.88000488
4213,42.80000305
4214,42.82000351
4215,42.82000351
4216,42.80000305
4217,42.82000351
4218,42.86000443
4219,42.90000153
4220,43.00000381
4221,43.08000183
4222,43.16000366
4223,43.16000366
4224,43.1400032
4225,43.12000275
4226,43.04000473
4227,43.00000381
4228,43.00000381
4229,42.92000198
4230,42.90000153
4231,42.90000153
4232,42.9600029
4233,43.00000381
4234,43.02000427
4235,43.04000473
4236,43.02000427
4237,43.00000381
4238,42.98000336
4239,42.94000244
4240,42.88000488
4241,42.86000443
4242,42.82000351
4243,42.78000259
4244,42.78000259
4245,42.94000244
4246,42.9600029
4247,43.10000229
4248,43.12000275
4249,43.22000122
4250,43.24000168
4251,43.24000168
4252,43.32000351
4253,43.28000259
4254,43.20000458
4255,43.18000412
4256,43.16000366
4257,43.16000366
4258,43.10000229
4259,43.10000229
4260,43.08000183
4261,43.00000381
4262,43.02000427
4263,42.9600029
4264,43.02000427
4265,42.9600029
4266,43.02000427
4267,43.10000229
4268,43.18000412
4269,43.20000458
4270,43.22000122
4271,43.20000458
4272,43.22000122
4273,43.22000122
4274,43.24000168
4275,43.18000412
4276,43.22000122
4277,43.20000458
4278,43.16000366
4279,43.18000412
4280,43.18000412
4281,43.12000275
4282,43.10000229
4283,43.12000275
4284,43.10000229
4285,43.06000137
4286,43.08000183
4287,43.10000229
4288,43.02000427
4289,42.98000336
4290,43.06000137
4291,43.18000412
4292,43.16000366
4293,43.22000122
4294,43.20000458
4295,43.22000122
4296,43.32000351
4297,43.32000351
4298,43.36000443
4299,43.20000458
4300,43.1400032
4301,43.16000366
4302,43.1400032
4303,43.16000366
4304,43.1400032
4305,43.06000137
4306,43.06000137
4307,42.98000336
4308,43.02000427
4309,42.90000153
4310,42.90000153
4311,42.92000198
4312,42.88000488
4313,42.86000443
4314,42.94000244
4315,42.9600029
4316,42.98000336
4317,42.9600029
4318,43.02000427
4319,43.04000473
4320,43.04000473
4321,43.04000473
4322,43.02000427
4323,42.92000198
4324,42.88000488
4325,42.88000488
4326,42.82000351
4327,42.76000214
4328,42.74000168
4329,42.74000168
4330,42.78000259
4331,42.78000259
4332,42.82000351
4333,42.92000198
4334,42.92000198
4335,42.98000336
4336,42.98000336
4337,43.04000473
4338,43.04000473
4339,43.00000381
4340,43.02000427
4341,43.04000473
4342,42.98000336
4343,42.94000244
4344,42.94000244
4345,43.00000381
4346,43.06000137
4347,43.10000229
4348,43.18000412
4349,43.26000214
4350,43.34000397
4351,43.38000488
4352,43.38000488
4353,43.38000488
4354,43.36000443
4355,43.26000214
4356,43.24000168
4357,43.20000458
4358,43.12000275
4359,43.06000137
4360,43.10000229
4361,43.12000275
4362,43.06000137
4363,43.04000473
4364,43.10000229
4365,42.98000336
4366,42.70000458
4367,43.1400032
4368,43.9600029
